zat_aktif_1,zat_aktif_2,level
cimetidine,magnesium hydroxide,Minor
cimetidine,ibrutinib,Moderate
cimetidine,folic acid,Unknown
cimetidine,oxaliplatin,Unknown
cimetidine,aripiprazole,Moderate
cimetidine,acetylcysteine,Unknown
cimetidine,isosorbide dinitrate,Unknown
cimetidine,fluticasone,Unknown
cimetidine,ketoconazole,Moderate
cimetidine,aminophylline,Moderate
cimetidine,prednisolone,Unknown
cimetidine,sodium bicarbonate,Minor
cimetidine,digoxin,Minor
cimetidine,dexamethasone,Unknown
cimetidine,ritonavir,Unknown
cimetidine,nifedipine,Moderate
cimetidine,palbociclib,Moderate
cimetidine,zidovudine,Minor
cimetidine,zonisamide,Moderate
cimetidine,latanoprost,Unknown
cimetidine,ibuprofen,Minor
cimetidine,hydrocortisone,Unknown
cimetidine,nimodipine,Moderate
cimetidine,ondansetron,Unknown
cimetidine,phenobarbital,Minor
cimetidine,lovastatin,Moderate
cimetidine,mupirocin,Unknown
cimetidine,rivaroxaban,Moderate
cimetidine,alprazolam,Moderate
cimetidine,cyanocobalamin,Minor
cimetidine,dutasteride,Moderate
cimetidine,cisplatin,Unknown
cimetidine,tretinoin,Unknown
cimetidine,budesonide,Unknown
cimetidine,methylprednisolone,Unknown
cimetidine,ketoprofen,Minor
cimetidine,lamivudine,Unknown
cimetidine,sulfasalazine,Unknown
cimetidine,celecoxib,Moderate
cimetidine,calcium carbonate,Minor
cimetidine,ferrous fumarate,Minor
cimetidine,zanubrutinib,Moderate
cimetidine,isoniazid,Unknown
cimetidine,triamcinolone,Unknown
cimetidine,everolimus,Moderate
cimetidine,mefenamic acid,Minor
cimetidine,furosemide,Unknown
cimetidine,piperacillin,Unknown
cimetidine,paclitaxel,Moderate
cimetidine,ciprofloxacin,Unknown
cimetidine,methotrexate,Unknown
cimetidine,metronidazole,Minor
cimetidine,lidocaine,Moderate
cimetidine,magnesium carbonate,Minor
cimetidine,mesalazine,Unknown
cimetidine,fluconazole,Unknown
cimetidine,chlordiazepoxide,Moderate
cimetidine,brigatinib,Moderate
cimetidine,caffeine,Minor
cimetidine,fluorouracil,Minor
cimetidine,ethinylestradiol,Minor
cimetidine,estazolam,Moderate
cimetidine,cholecalciferol,Minor
cimetidine,fenofibrate,Unknown
cimetidine,leflunomide,Unknown
cimetidine,topiramate,Unknown
cimetidine,clarithromycin,Minor
cimetidine,amoxicillin,Unknown
cimetidine,valsartan,Unknown
cimetidine,carvedilol,Moderate
cimetidine,erythromycin,Moderate
cimetidine,dasatinib,Major
cimetidine,rifampicin,Unknown
cimetidine,famotidine,Unknown
cimetidine,ergocalciferol,Minor
cimetidine,lopinavir,Minor
cimetidine,docetaxel,Moderate
cimetidine,ofloxacin,Unknown
cimetidine,magaldrate,Minor
cimetidine,sucralfate,Unknown
cimetidine,cyclophosphamide,Unknown
cimetidine,simvastatin,Moderate
cimetidine,carbamazepine,Moderate
cimetidine,prednisone,Unknown
cimetidine,promethazine,Unknown
cimetidine,clozapine,Moderate
netupitant,enzalutamide,Major
netupitant,apalutamide,Major
netupitant,lorlatinib,Moderate
netupitant,medroxyprogesterone acetate,Moderate
netupitant,axitinib,Moderate
netupitant,fluticasone,Moderate
netupitant,prednisolone,Moderate
netupitant,dexamethasone,Moderate
netupitant,palbociclib,Moderate
netupitant,hydrocortisone,Moderate
netupitant,betamethasone,Moderate
netupitant,rivaroxaban,Moderate
netupitant,tretinoin,Moderate
netupitant,budesonide,Moderate
netupitant,methylprednisolone,Moderate
netupitant,triamcinolone,Moderate
netupitant,everolimus,Major
netupitant,paclitaxel,Moderate
netupitant,apixaban,Moderate
netupitant,brigatinib,Major
netupitant,abemaciclib,Moderate
netupitant,docetaxel,Moderate
netupitant,pomalidomide,Moderate
netupitant,cyclophosphamide,Moderate
netupitant,simvastatin,Moderate
netupitant,prednisone,Moderate
deoxycholic acid,ibrutinib,Moderate
deoxycholic acid,streptokinase,Moderate
deoxycholic acid,rivaroxaban,Moderate
deoxycholic acid,zanubrutinib,Moderate
deoxycholic acid,tenecteplase,Moderate
deoxycholic acid,apixaban,Moderate
deoxycholic acid,ramucirumab,Moderate
enzalutamide,gemfibrozil,Moderate
enzalutamide,lorlatinib,Major
enzalutamide,medroxyprogesterone acetate,Moderate
enzalutamide,diclofenac,Moderate
enzalutamide,axitinib,Major
enzalutamide,artemether,Major
enzalutamide,chloramphenicol,Moderate
enzalutamide,cladribine,Moderate
enzalutamide,lansoprazole,Moderate
enzalutamide,clotrimazole,Moderate
enzalutamide,voriconazole,Moderate
enzalutamide,drospirenone,Moderate
enzalutamide,magnesium hydroxide,Moderate
enzalutamide,ibrutinib,Major
enzalutamide,iohexol,Major
enzalutamide,oxaliplatin,Moderate
enzalutamide,aripiprazole,Moderate
enzalutamide,fluticasone,Moderate
enzalutamide,ketoconazole,Moderate
enzalutamide,prednisolone,Moderate
enzalutamide,digoxin,Moderate
enzalutamide,dexamethasone,Moderate
enzalutamide,ritonavir,Major
enzalutamide,nifedipine,Major
enzalutamide,palbociclib,Major
enzalutamide,norethisterone,Moderate
enzalutamide,zonisamide,Moderate
enzalutamide,ibuprofen,Moderate
enzalutamide,hydrocortisone,Moderate
enzalutamide,nimodipine,Major
enzalutamide,ondansetron,Moderate
enzalutamide,phenobarbital,Moderate
enzalutamide,lovastatin,Moderate
enzalutamide,rivaroxaban,Major
enzalutamide,alprazolam,Moderate
enzalutamide,eplerenone,Minor
enzalutamide,dutasteride,Moderate
enzalutamide,trimethoprim,Moderate
enzalutamide,celecoxib,Moderate
enzalutamide,bortezomib,Major
enzalutamide,zanubrutinib,Major
enzalutamide,everolimus,Major
enzalutamide,mefenamic acid,Moderate
enzalutamide,paclitaxel,Moderate
enzalutamide,ciprofloxacin,Moderate
enzalutamide,metronidazole,Minor
enzalutamide,lidocaine,Minor
enzalutamide,etonogestrel,Moderate
enzalutamide,sofosbuvir,Major
enzalutamide,fluconazole,Moderate
enzalutamide,apixaban,Major
enzalutamide,crizotinib,Major
enzalutamide,brigatinib,Major
enzalutamide,lithium carbonate,Moderate
enzalutamide,levonorgestrel,Moderate
enzalutamide,ethinylestradiol,Moderate
enzalutamide,rifapentine,Moderate
enzalutamide,clarithromycin,Moderate
enzalutamide,paliperidone,Moderate
enzalutamide,oxcarbazepine,Moderate
enzalutamide,erythromycin,Moderate
enzalutamide,dasatinib,Major
enzalutamide,rifampicin,Moderate
enzalutamide,abemaciclib,Major
enzalutamide,famotidine,Moderate
enzalutamide,efavirenz,Moderate
enzalutamide,docetaxel,Moderate
enzalutamide,ofloxacin,Moderate
enzalutamide,empagliflozin,Moderate
enzalutamide,pomalidomide,Moderate
enzalutamide,vilanterol,Moderate
enzalutamide,exemestane,Moderate
enzalutamide,cyclophosphamide,Moderate
enzalutamide,halothane,Moderate
enzalutamide,simvastatin,Moderate
enzalutamide,carbamazepine,Moderate
enzalutamide,sevoflurane,Moderate
enzalutamide,promethazine,Moderate
enzalutamide,clozapine,Major
enzalutamide,irbesartan,Moderate
enzalutamide,artesunate,Moderate
enzalutamide,tolvaptan,Major
enzalutamide,sulfamethoxazole,Minor
gemfibrozil,apalutamide,Moderate
gemfibrozil,lorlatinib,Moderate
gemfibrozil,metformin,Unknown
gemfibrozil,diclofenac,Moderate
gemfibrozil,lansoprazole,Unknown
gemfibrozil,clotrimazole,Unknown
gemfibrozil,insulin glargine,Moderate
gemfibrozil,folic acid,Unknown
gemfibrozil,fluticasone,Unknown
gemfibrozil,dexamethasone,Unknown
gemfibrozil,ibuprofen,Unknown
gemfibrozil,ondansetron,Unknown
gemfibrozil,cyanocobalamin,Unknown
gemfibrozil,budesonide,Unknown
gemfibrozil,celecoxib,Moderate
gemfibrozil,triamcinolone,Unknown
gemfibrozil,paclitaxel,Moderate
gemfibrozil,insulin lispro,Moderate
gemfibrozil,methotrexate,Moderate
gemfibrozil,fluconazole,Unknown
gemfibrozil,brigatinib,Minor
gemfibrozil,fluorouracil,Unknown
gemfibrozil,calcitriol,Unknown
gemfibrozil,amoxicillin,Unknown
gemfibrozil,erythromycin,Unknown
gemfibrozil,famotidine,Unknown
gemfibrozil,docetaxel,Unknown
gemfibrozil,cyclophosphamide,Unknown
gemfibrozil,simvastatin,Major
gemfibrozil,prednisone,Unknown
gemfibrozil,promethazine,Unknown
gemfibrozil,artesunate,Moderate
apalutamide,lorlatinib,Major
apalutamide,medroxyprogesterone acetate,Moderate
apalutamide,diclofenac,Moderate
apalutamide,axitinib,Major
apalutamide,artemether,Major
apalutamide,lansoprazole,Moderate
apalutamide,voriconazole,Moderate
apalutamide,drospirenone,Moderate
apalutamide,magnesium hydroxide,Moderate
apalutamide,ibrutinib,Major
apalutamide,iohexol,Major
apalutamide,oxaliplatin,Moderate
apalutamide,aripiprazole,Moderate
apalutamide,fluticasone,Moderate
apalutamide,ketoconazole,Moderate
apalutamide,prednisolone,Moderate
apalutamide,digoxin,Moderate
apalutamide,ritonavir,Major
apalutamide,nifedipine,Major
apalutamide,palbociclib,Major
apalutamide,zidovudine,Moderate
apalutamide,norethisterone,Moderate
apalutamide,zonisamide,Moderate
apalutamide,ibuprofen,Moderate
apalutamide,hydrocortisone,Moderate
apalutamide,nimodipine,Major
apalutamide,ondansetron,Moderate
apalutamide,lovastatin,Moderate
apalutamide,rivaroxaban,Major
apalutamide,alprazolam,Moderate
apalutamide,eplerenone,Minor
apalutamide,dutasteride,Moderate
apalutamide,ketoprofen,Moderate
apalutamide,sulfasalazine,Moderate
apalutamide,celecoxib,Moderate
apalutamide,bortezomib,Major
apalutamide,zanubrutinib,Major
apalutamide,everolimus,Major
apalutamide,mefenamic acid,Moderate
apalutamide,paclitaxel,Moderate
apalutamide,ciprofloxacin,Moderate
apalutamide,methotrexate,Moderate
apalutamide,metronidazole,Minor
apalutamide,lidocaine,Minor
apalutamide,etonogestrel,Moderate
apalutamide,sofosbuvir,Major
apalutamide,fluconazole,Moderate
apalutamide,apixaban,Major
apalutamide,crizotinib,Major
apalutamide,brigatinib,Major
apalutamide,lithium carbonate,Moderate
apalutamide,levonorgestrel,Moderate
apalutamide,ethinylestradiol,Moderate
apalutamide,topiramate,Moderate
apalutamide,clarithromycin,Moderate
apalutamide,valsartan,Moderate
apalutamide,paliperidone,Moderate
apalutamide,erythromycin,Moderate
apalutamide,dasatinib,Major
apalutamide,abemaciclib,Major
apalutamide,famotidine,Moderate
apalutamide,docetaxel,Moderate
apalutamide,ofloxacin,Moderate
apalutamide,empagliflozin,Moderate
apalutamide,pomalidomide,Moderate
apalutamide,vilanterol,Moderate
apalutamide,exemestane,Moderate
apalutamide,cyclophosphamide,Moderate
apalutamide,halothane,Moderate
apalutamide,simvastatin,Moderate
apalutamide,sevoflurane,Moderate
apalutamide,promethazine,Moderate
apalutamide,clozapine,Major
apalutamide,irbesartan,Moderate
apalutamide,artesunate,Moderate
apalutamide,tolvaptan,Major
apalutamide,sulfamethoxazole,Minor
lorlatinib,medroxyprogesterone acetate,Moderate
lorlatinib,diclofenac,Moderate
lorlatinib,axitinib,Major
lorlatinib,artemether,Moderate
lorlatinib,chloramphenicol,Moderate
lorlatinib,cladribine,Moderate
lorlatinib,clotrimazole,Moderate
lorlatinib,voriconazole,Major
lorlatinib,drospirenone,Moderate
lorlatinib,ibrutinib,Moderate
lorlatinib,aripiprazole,Moderate
lorlatinib,fluticasone,Moderate
lorlatinib,ketoconazole,Major
lorlatinib,prednisolone,Moderate
lorlatinib,digoxin,Moderate
lorlatinib,dexamethasone,Major
lorlatinib,ritonavir,Major
lorlatinib,nifedipine,Moderate
lorlatinib,palbociclib,Moderate
lorlatinib,zidovudine,Moderate
lorlatinib,norethisterone,Moderate
lorlatinib,zonisamide,Moderate
lorlatinib,ibuprofen,Moderate
lorlatinib,hydrocortisone,Moderate
lorlatinib,nimodipine,Moderate
lorlatinib,ondansetron,Moderate
lorlatinib,phenobarbital,Major
lorlatinib,lovastatin,Moderate
lorlatinib,betamethasone,Moderate
lorlatinib,rivaroxaban,Moderate
lorlatinib,alprazolam,Moderate
lorlatinib,eplerenone,Moderate
lorlatinib,dutasteride,Moderate
lorlatinib,tretinoin,Moderate
lorlatinib,methylprednisolone,Moderate
lorlatinib,ketoprofen,Moderate
lorlatinib,celecoxib,Moderate
lorlatinib,bortezomib,Moderate
lorlatinib,zanubrutinib,Major
lorlatinib,isoniazid,Moderate
lorlatinib,triamcinolone,Moderate
lorlatinib,everolimus,Moderate
lorlatinib,mefenamic acid,Moderate
lorlatinib,paclitaxel,Moderate
lorlatinib,ciprofloxacin,Moderate
lorlatinib,lidocaine,Minor
lorlatinib,etonogestrel,Moderate
lorlatinib,sofosbuvir,Major
lorlatinib,fluconazole,Moderate
lorlatinib,apixaban,Moderate
lorlatinib,crizotinib,Moderate
lorlatinib,brigatinib,Major
lorlatinib,levonorgestrel,Moderate
lorlatinib,ethinylestradiol,Moderate
lorlatinib,estazolam,Moderate
lorlatinib,rifapentine,Major
lorlatinib,topiramate,Moderate
lorlatinib,clarithromycin,Major
lorlatinib,carvedilol,Moderate
lorlatinib,erythromycin,Moderate
lorlatinib,dasatinib,Moderate
lorlatinib,rifampicin,Major
lorlatinib,abemaciclib,Moderate
lorlatinib,efavirenz,Major
lorlatinib,docetaxel,Moderate
lorlatinib,empagliflozin,Moderate
lorlatinib,pomalidomide,Moderate
lorlatinib,exemestane,Moderate
lorlatinib,cyclophosphamide,Moderate
lorlatinib,halothane,Moderate
lorlatinib,simvastatin,Moderate
lorlatinib,carbamazepine,Major
lorlatinib,prednisone,Moderate
lorlatinib,irbesartan,Moderate
lorlatinib,artesunate,Moderate
lorlatinib,tolvaptan,Moderate
lorlatinib,sulfamethoxazole,Moderate
metformin,medroxyprogesterone acetate,Moderate
metformin,diclofenac,Moderate
metformin,timolol,Unknown
metformin,thyrotropin alfa,Moderate
metformin,lansoprazole,Unknown
metformin,clotrimazole,Unknown
metformin,insulin glargine,Moderate
metformin,isosorbide mononitrate,Unknown
metformin,iohexol,Major
metformin,folic acid,Unknown
metformin,oxaliplatin,Unknown
metformin,aripiprazole,Moderate
metformin,acetylcysteine,Unknown
metformin,isosorbide dinitrate,Unknown
metformin,ketoconazole,Unknown
metformin,pegaspargase,Moderate
metformin,prednisolone,Moderate
metformin,sodium bicarbonate,Unknown
metformin,digoxin,Moderate
metformin,entacapone,Unknown
metformin,dexamethasone,Moderate
metformin,ritonavir,Moderate
metformin,nystatin,Unknown
metformin,nifedipine,Moderate
metformin,zidovudine,Unknown
metformin,norethisterone,Moderate
metformin,tobramycin,Unknown
metformin,zonisamide,Major
metformin,latanoprost,Unknown
metformin,ibuprofen,Moderate
metformin,hydrocortisone,Moderate
metformin,ondansetron,Unknown
metformin,lovastatin,Unknown
metformin,betamethasone,Moderate
metformin,mupirocin,Unknown
metformin,alprazolam,Unknown
metformin,cyanocobalamin,Unknown
metformin,eplerenone,Unknown
metformin,dutasteride,Unknown
metformin,cisplatin,Unknown
metformin,tretinoin,Unknown
metformin,trimethoprim,Moderate
metformin,budesonide,Unknown
metformin,methylprednisolone,Moderate
metformin,ketoprofen,Moderate
metformin,lamivudine,Unknown
metformin,sulfasalazine,Unknown
metformin,celecoxib,Moderate
metformin,bortezomib,Moderate
metformin,isoniazid,Moderate
metformin,triamcinolone,Moderate
metformin,everolimus,Moderate
metformin,mefenamic acid,Moderate
metformin,furosemide,Moderate
metformin,paclitaxel,Unknown
metformin,insulin lispro,Moderate
metformin,ciprofloxacin,Moderate
metformin,methotrexate,Unknown
metformin,metronidazole,Unknown
metformin,lidocaine,Unknown
metformin,etonogestrel,Moderate
metformin,mesalazine,Unknown
metformin,fluconazole,Unknown
metformin,chlordiazepoxide,Unknown
metformin,crizotinib,Moderate
metformin,brigatinib,Moderate
metformin,lithium carbonate,Moderate
metformin,levonorgestrel,Moderate
metformin,fluorouracil,Unknown
metformin,ethinylestradiol,Moderate
metformin,iopromide,Major
metformin,capecitabine,Unknown
metformin,calcitriol,Unknown
metformin,fenofibrate,Unknown
metformin,leflunomide,Unknown
metformin,topiramate,Major
metformin,clarithromycin,Moderate
metformin,amoxicillin,Unknown
metformin,valsartan,Unknown
metformin,paliperidone,Moderate
metformin,carvedilol,Unknown
metformin,oxcarbazepine,Unknown
metformin,erythromycin,Unknown
metformin,dasatinib,Unknown
metformin,rifampicin,Moderate
metformin,nicotinamide,Moderate
metformin,abemaciclib,Moderate
metformin,iodixanol,Major
metformin,famotidine,Unknown
metformin,lopinavir,Moderate
metformin,efavirenz,Unknown
metformin,docetaxel,Unknown
metformin,ofloxacin,Moderate
metformin,sucralfate,Moderate
metformin,vilanterol,Moderate
metformin,exemestane,Unknown
metformin,cyclophosphamide,Unknown
metformin,simvastatin,Unknown
metformin,carbamazepine,Unknown
metformin,sevoflurane,Unknown
metformin,prednisone,Moderate
metformin,promethazine,Moderate
metformin,clozapine,Moderate
metformin,irbesartan,Unknown
metformin,linezolid,Unknown
medroxyprogesterone acetate,artemether,Moderate
medroxyprogesterone acetate,cladribine,Moderate
medroxyprogesterone acetate,clotrimazole,Moderate
medroxyprogesterone acetate,insulin glargine,Moderate
medroxyprogesterone acetate,voriconazole,Moderate
medroxyprogesterone acetate,secukinumab,Moderate
medroxyprogesterone acetate,ketoconazole,Moderate
medroxyprogesterone acetate,pegaspargase,Moderate
medroxyprogesterone acetate,infliximab,Moderate
medroxyprogesterone acetate,dexamethasone,Moderate
medroxyprogesterone acetate,ritonavir,Moderate
medroxyprogesterone acetate,phenobarbital,Moderate
medroxyprogesterone acetate,mycophenolate mofetil,Major
medroxyprogesterone acetate,golimumab,Moderate
medroxyprogesterone acetate,insulin lispro,Moderate
medroxyprogesterone acetate,fluconazole,Moderate
medroxyprogesterone acetate,brigatinib,Major
medroxyprogesterone acetate,guselkumab,Moderate
medroxyprogesterone acetate,rifapentine,Moderate
medroxyprogesterone acetate,ixekizumab,Moderate
medroxyprogesterone acetate,clarithromycin,Moderate
medroxyprogesterone acetate,adalimumab,Moderate
medroxyprogesterone acetate,oxcarbazepine,Moderate
medroxyprogesterone acetate,erythromycin,Moderate
medroxyprogesterone acetate,dasatinib,Moderate
medroxyprogesterone acetate,rifampicin,Moderate
medroxyprogesterone acetate,efavirenz,Moderate
medroxyprogesterone acetate,empagliflozin,Moderate
medroxyprogesterone acetate,lixisenatide,Moderate
medroxyprogesterone acetate,etanercept,Moderate
medroxyprogesterone acetate,carbamazepine,Moderate
medroxyprogesterone acetate,clozapine,Moderate
diclofenac,timolol,Moderate
diclofenac,chloramphenicol,Unknown
diclofenac,lansoprazole,Unknown
diclofenac,clotrimazole,Unknown
diclofenac,voriconazole,Moderate
diclofenac,drospirenone,Moderate
diclofenac,isosorbide mononitrate,Unknown
diclofenac,ibrutinib,Major
diclofenac,iohexol,Major
diclofenac,folic acid,Unknown
diclofenac,oxaliplatin,Moderate
diclofenac,aripiprazole,Unknown
diclofenac,acetylcysteine,Unknown
diclofenac,isosorbide dinitrate,Unknown
diclofenac,fluticasone,Unknown
diclofenac,ketoconazole,Unknown
diclofenac,pegaspargase,Moderate
diclofenac,prednisolone,Moderate
diclofenac,sodium bicarbonate,Unknown
diclofenac,streptokinase,Moderate
diclofenac,digoxin,Moderate
diclofenac,entacapone,Unknown
diclofenac,dexamethasone,Moderate
diclofenac,ritonavir,Minor
diclofenac,nystatin,Unknown
diclofenac,sulfadiazine,Moderate
diclofenac,nifedipine,Moderate
diclofenac,zidovudine,Moderate
diclofenac,norethisterone,Unknown
diclofenac,tobramycin,Moderate
diclofenac,zonisamide,Unknown
diclofenac,latanoprost,Unknown
diclofenac,ibuprofen,Moderate
diclofenac,hydrocortisone,Moderate
diclofenac,nimodipine,Moderate
diclofenac,ondansetron,Unknown
diclofenac,phenobarbital,Minor
diclofenac,lovastatin,Unknown
diclofenac,betamethasone,Moderate
diclofenac,mupirocin,Unknown
diclofenac,rivaroxaban,Major
diclofenac,alprazolam,Unknown
diclofenac,cyanocobalamin,Unknown
diclofenac,eplerenone,Moderate
diclofenac,dutasteride,Unknown
diclofenac,cisplatin,Unknown
diclofenac,tretinoin,Unknown
diclofenac,trimethoprim,Unknown
diclofenac,budesonide,Moderate
diclofenac,methylprednisolone,Moderate
diclofenac,ketoprofen,Moderate
diclofenac,lamivudine,Unknown
diclofenac,sulfasalazine,Moderate
diclofenac,celecoxib,Moderate
diclofenac,bortezomib,Unknown
diclofenac,baricitinib,Moderate
diclofenac,zanubrutinib,Major
diclofenac,isoniazid,Unknown
diclofenac,triamcinolone,Moderate
diclofenac,everolimus,Major
diclofenac,mefenamic acid,Moderate
diclofenac,furosemide,Moderate
diclofenac,piperacillin,Unknown
diclofenac,tenecteplase,Moderate
diclofenac,paclitaxel,Unknown
diclofenac,ciprofloxacin,Moderate
diclofenac,methotrexate,Major
diclofenac,metronidazole,Unknown
diclofenac,lidocaine,Unknown
diclofenac,potassium iodide,Moderate
diclofenac,mesalazine,Moderate
diclofenac,fluconazole,Moderate
diclofenac,apixaban,Major
diclofenac,ramucirumab,Major
diclofenac,lithium carbonate,Major
diclofenac,interferon beta-1a,Moderate
diclofenac,levonorgestrel,Unknown
diclofenac,fluorouracil,Unknown
diclofenac,iopromide,Major
diclofenac,isoflurane,Unknown
diclofenac,capecitabine,Unknown
diclofenac,estazolam,Unknown
diclofenac,rifapentine,Moderate
diclofenac,calcitriol,Unknown
diclofenac,fenofibrate,Moderate
diclofenac,leflunomide,Major
diclofenac,topiramate,Unknown
diclofenac,clarithromycin,Unknown
diclofenac,amoxicillin,Unknown
diclofenac,valsartan,Moderate
diclofenac,carvedilol,Moderate
diclofenac,oxcarbazepine,Unknown
diclofenac,erythromycin,Unknown
diclofenac,dasatinib,Major
diclofenac,rifampicin,Moderate
diclofenac,iodixanol,Major
diclofenac,famotidine,Minor
diclofenac,efavirenz,Moderate
diclofenac,amphotericin b,Unknown
diclofenac,docetaxel,Unknown
diclofenac,ofloxacin,Moderate
diclofenac,sucralfate,Minor
diclofenac,exemestane,Unknown
diclofenac,cyclophosphamide,Unknown
diclofenac,simvastatin,Unknown
diclofenac,carbamazepine,Moderate
diclofenac,sevoflurane,Unknown
diclofenac,prednisone,Moderate
diclofenac,promethazine,Unknown
diclofenac,clozapine,Unknown
diclofenac,irbesartan,Moderate
diclofenac,artesunate,Moderate
diclofenac,linezolid,Unknown
timolol,chloramphenicol,Unknown
timolol,lansoprazole,Unknown
timolol,insulin glargine,Moderate
timolol,magnesium hydroxide,Minor
timolol,iohexol,Moderate
timolol,folic acid,Unknown
timolol,oxaliplatin,Unknown
timolol,fluticasone,Unknown
timolol,aminophylline,Major
timolol,prednisolone,Moderate
timolol,dexamethasone,Moderate
timolol,ibuprofen,Moderate
timolol,hydrocortisone,Moderate
timolol,ondansetron,Unknown
timolol,betamethasone,Moderate
timolol,cyanocobalamin,Unknown
timolol,cisplatin,Unknown
timolol,budesonide,Moderate
timolol,methylprednisolone,Moderate
timolol,sulfasalazine,Unknown
timolol,celecoxib,Moderate
timolol,calcium carbonate,Moderate
timolol,bortezomib,Unknown
timolol,triamcinolone,Moderate
timolol,paclitaxel,Unknown
timolol,insulin lispro,Moderate
timolol,methotrexate,Unknown
timolol,metronidazole,Unknown
timolol,lidocaine,Moderate
timolol,magnesium carbonate,Minor
timolol,mesalazine,Unknown
timolol,fluconazole,Unknown
timolol,crizotinib,Moderate
timolol,brigatinib,Moderate
timolol,iopromide,Moderate
timolol,calcitriol,Unknown
timolol,clarithromycin,Unknown
timolol,erythromycin,Unknown
timolol,iodixanol,Moderate
timolol,famotidine,Unknown
timolol,docetaxel,Unknown
timolol,empagliflozin,Moderate
timolol,magaldrate,Minor
timolol,sucralfate,Minor
timolol,vilanterol,Major
timolol,attapulgite,Minor
timolol,simvastatin,Unknown
timolol,prednisone,Moderate
timolol,promethazine,Moderate
axitinib,chloramphenicol,Moderate
axitinib,lansoprazole,Minor
axitinib,clotrimazole,Moderate
axitinib,voriconazole,Major
axitinib,magnesium hydroxide,Minor
axitinib,ketoconazole,Major
axitinib,pegaspargase,Moderate
axitinib,sodium citrate,Minor
axitinib,sodium bicarbonate,Minor
axitinib,dexamethasone,Major
axitinib,ritonavir,Major
axitinib,nifedipine,Moderate
axitinib,phenobarbital,Major
axitinib,calcium carbonate,Minor
axitinib,isoniazid,Moderate
axitinib,ciprofloxacin,Moderate
axitinib,methotrexate,Moderate
axitinib,magnesium carbonate,Minor
axitinib,fluconazole,Moderate
axitinib,crizotinib,Moderate
axitinib,interferon beta-1a,Moderate
axitinib,rifapentine,Major
axitinib,leflunomide,Major
axitinib,clarithromycin,Major
axitinib,oxcarbazepine,Moderate
axitinib,erythromycin,Major
axitinib,dasatinib,Moderate
axitinib,rifampicin,Major
axitinib,famotidine,Minor
axitinib,efavirenz,Major
axitinib,magaldrate,Minor
axitinib,carbamazepine,Major
axitinib,artesunate,Moderate
artemether,drospirenone,Moderate
artemether,ketoconazole,Major
artemether,dexamethasone,Moderate
artemether,ritonavir,Major
artemether,norethisterone,Moderate
artemether,phenobarbital,Major
artemether,etonogestrel,Moderate
artemether,brigatinib,Moderate
artemether,levonorgestrel,Moderate
artemether,ethinylestradiol,Moderate
artemether,clarithromycin,Major
artemether,oxcarbazepine,Moderate
artemether,erythromycin,Major
artemether,rifampicin,Major
artemether,efavirenz,Major
artemether,pyrimethamine,Moderate
artemether,carbamazepine,Major
chloramphenicol,cladribine,Major
chloramphenicol,lansoprazole,Unknown
chloramphenicol,ferrous gluconate,Moderate
chloramphenicol,ibrutinib,Moderate
chloramphenicol,folic acid,Unknown
chloramphenicol,oxaliplatin,Moderate
chloramphenicol,aripiprazole,Moderate
chloramphenicol,fluticasone,Moderate
chloramphenicol,infliximab,Moderate
chloramphenicol,prednisolone,Unknown
chloramphenicol,digoxin,Unknown
chloramphenicol,dexamethasone,Unknown
chloramphenicol,nystatin,Unknown
chloramphenicol,trifluridine,Moderate
chloramphenicol,palbociclib,Moderate
chloramphenicol,zidovudine,Moderate
chloramphenicol,zonisamide,Moderate
chloramphenicol,ibuprofen,Unknown
chloramphenicol,hydrocortisone,Unknown
chloramphenicol,levodopa,Moderate
chloramphenicol,ondansetron,Unknown
chloramphenicol,phenobarbital,Moderate
chloramphenicol,lovastatin,Moderate
chloramphenicol,mycophenolate mofetil,Moderate
chloramphenicol,rivaroxaban,Moderate
chloramphenicol,cyanocobalamin,Moderate
chloramphenicol,dutasteride,Moderate
chloramphenicol,cisplatin,Moderate
chloramphenicol,trimethoprim,Unknown
chloramphenicol,budesonide,Moderate
chloramphenicol,ferrous fumarate,Moderate
chloramphenicol,bortezomib,Moderate
chloramphenicol,zanubrutinib,Moderate
chloramphenicol,isoniazid,Moderate
chloramphenicol,golimumab,Moderate
chloramphenicol,everolimus,Major
chloramphenicol,decitabine,Moderate
chloramphenicol,furosemide,Unknown
chloramphenicol,piperacillin,Moderate
chloramphenicol,paclitaxel,Moderate
chloramphenicol,ciprofloxacin,Unknown
chloramphenicol,methotrexate,Moderate
chloramphenicol,metronidazole,Moderate
chloramphenicol,lidocaine,Unknown
chloramphenicol,fluconazole,Unknown
chloramphenicol,apixaban,Moderate
chloramphenicol,crizotinib,Moderate
chloramphenicol,brigatinib,Major
chloramphenicol,fluorouracil,Moderate
chloramphenicol,ethinylestradiol,Moderate
chloramphenicol,capecitabine,Moderate
chloramphenicol,leflunomide,Moderate
chloramphenicol,clarithromycin,Unknown
chloramphenicol,amoxicillin,Unknown
chloramphenicol,adalimumab,Moderate
chloramphenicol,selinexor,Moderate
chloramphenicol,erythromycin,Unknown
chloramphenicol,dasatinib,Moderate
chloramphenicol,rifampicin,Moderate
chloramphenicol,abemaciclib,Moderate
chloramphenicol,lopinavir,Minor
chloramphenicol,docetaxel,Moderate
