zat_aktif_1,zat_aktif_2,level
clozapine,metronidazole,Minor
clozapine,prednisone,Unknown
clozapine,oxytocin,Major
clozapine,insulin glargine,Moderate
clozapine,diclofenac,Unknown
clozapine,lansoprazole,Unknown
clozapine,methotrexate,Major
clozapine,palbociclib,Major
clozapine,clotrimazole,Unknown
clozapine,acetylsalicylic acid,Unknown
clozapine,caffeine,Minor
clozapine,empagliflozin,Moderate
clozapine,trifluridine,Major
clozapine,celecoxib,Moderate
clozapine,clarithromycin,Moderate
clozapine,simvastatin,Unknown
clozapine,deferasirox,Major
clozapine,famotidine,Moderate
clozapine,erythromycin,Moderate
clozapine,selinexor,Major
clozapine,minoxidil,Moderate
clozapine,lixisenatide,Moderate
clozapine,amoxicillin,Unknown
clozapine,pegaspargase,Major
clozapine,brentuximab vedotin,Major
clozapine,rituximab,Major
clozapine,cimetidine,Moderate
pomalidomide,leflunomide,Major
pomalidomide,enzalutamide,Moderate
pomalidomide,golimumab,Major
pomalidomide,chloramphenicol,Moderate
pomalidomide,adalimumab,Major
pomalidomide,apalutamide,Moderate
pomalidomide,docetaxel,Moderate
pomalidomide,rifapentine,Moderate
pomalidomide,drospirenone,Major
pomalidomide,ethinylestradiol,Major
pomalidomide,baricitinib,Major
pomalidomide,rifampicin,Moderate
pomalidomide,isoniazid,Moderate
pomalidomide,ciprofloxacin,Moderate
pomalidomide,cladribine,Major
pomalidomide,voriconazole,Moderate
pomalidomide,paclitaxel,Moderate
pomalidomide,levodopa,Moderate
pomalidomide,ritonavir,Moderate
pomalidomide,bortezomib,Moderate
pomalidomide,oxaliplatin,Moderate
pomalidomide,crizotinib,Moderate
pomalidomide,lorlatinib,Moderate
pomalidomide,zidovudine,Moderate
pomalidomide,deferiprone,Major
pomalidomide,cisplatin,Moderate
pomalidomide,tacrolimus,Moderate
pomalidomide,metronidazole,Moderate
pomalidomide,phenobarbital,Moderate
pomalidomide,linezolid,Moderate
pomalidomide,clarithromycin,Moderate
pomalidomide,simvastatin,Moderate
pomalidomide,erythromycin,Moderate
pomalidomide,darbepoetin alfa,Major
pomalidomide,netupitant,Moderate
pomalidomide,carbamazepine,Moderate
pomalidomide,brentuximab vedotin,Moderate
pomalidomide,ustekinumab,Moderate
leflunomide,methylprednisolone,Major
leflunomide,hydrocortisone,Major
leflunomide,fluorouracil,Major
leflunomide,estazolam,Unknown
leflunomide,dexamethasone,Major
leflunomide,betamethasone,Major
leflunomide,folic acid,Unknown
leflunomide,golimumab,Major
leflunomide,chloramphenicol,Moderate
leflunomide,prednisolone,Major
leflunomide,tretinoin,Major
leflunomide,potassium chloride,Unknown
leflunomide,basiliximab,Major
leflunomide,acetylcysteine,Unknown
leflunomide,adalimumab,Major
leflunomide,dasatinib,Major
leflunomide,docetaxel,Major
leflunomide,baricitinib,Major
leflunomide,zanubrutinib,Major
leflunomide,piroxicam,Major
leflunomide,budesonide,Major
leflunomide,ribociclib,Major
leflunomide,calcitriol,Unknown
leflunomide,triamcinolone,Major
leflunomide,rifampicin,Major
leflunomide,isoniazid,Major
leflunomide,aminophylline,Unknown
leflunomide,ofloxacin,Unknown
leflunomide,ciprofloxacin,Unknown
leflunomide,secukinumab,Major
leflunomide,cladribine,Major
leflunomide,lamivudine,Major
leflunomide,everolimus,Major
leflunomide,voriconazole,Major
leflunomide,paclitaxel,Major
leflunomide,topiramate,Unknown
leflunomide,levodopa,Moderate
leflunomide,latanoprost,Unknown
leflunomide,guselkumab,Major
leflunomide,ritonavir,Major
leflunomide,fluticasone,Unknown
leflunomide,trimethoprim,Unknown
leflunomide,lidocaine,Unknown
leflunomide,meloxicam,Major
leflunomide,capecitabine,Major
leflunomide,bortezomib,Major
leflunomide,decitabine,Major
leflunomide,oxaliplatin,Major
leflunomide,crizotinib,Major
leflunomide,ibuprofen,Major
leflunomide,carvedilol,Unknown
leflunomide,mefenamic acid,Major
leflunomide,zidovudine,Major
leflunomide,deferiprone,Major
leflunomide,pregabalin,Unknown
leflunomide,metformin,Unknown
leflunomide,cisplatin,Major
leflunomide,sulfasalazine,Major
leflunomide,risperidone,Unknown
leflunomide,mesalazine,Unknown
leflunomide,tacrolimus,Major
leflunomide,nystatin,Unknown
leflunomide,cyclophosphamide,Major
leflunomide,metronidazole,Moderate
leflunomide,prednisone,Major
leflunomide,interferon beta-1a,Major
leflunomide,vedolizumab,Major
leflunomide,diclofenac,Major
leflunomide,lansoprazole,Unknown
leflunomide,valsartan,Unknown
leflunomide,pyrazinamide,Major
leflunomide,nifedipine,Unknown
leflunomide,axitinib,Major
leflunomide,methotrexate,Major
leflunomide,palbociclib,Major
leflunomide,isosorbide dinitrate,Unknown
leflunomide,clotrimazole,Major
leflunomide,brigatinib,Major
leflunomide,tolvaptan,Major
leflunomide,zinc sulfate,Minor
leflunomide,oxcarbazepine,Unknown
leflunomide,acetylsalicylic acid,Major
leflunomide,trifluridine,Major
leflunomide,furosemide,Unknown
leflunomide,celecoxib,Major
leflunomide,linezolid,Major
leflunomide,hydrochlorothiazide,Unknown
leflunomide,ixekizumab,Major
leflunomide,clarithromycin,Major
leflunomide,fenofibrate,Major
leflunomide,simvastatin,Major
leflunomide,deferasirox,Major
leflunomide,propofol,Unknown
leflunomide,famotidine,Unknown
leflunomide,erythromycin,Major
leflunomide,selinexor,Major
leflunomide,ketoprofen,Major
leflunomide,irbesartan,Unknown
leflunomide,digoxin,Unknown
leflunomide,mycophenolate mofetil,Major
leflunomide,amoxicillin,Unknown
leflunomide,isosorbide mononitrate,Unknown
leflunomide,pegaspargase,Major
leflunomide,carbamazepine,Major
leflunomide,brentuximab vedotin,Major
leflunomide,ustekinumab,Major
leflunomide,rituximab,Major
leflunomide,cimetidine,Unknown
methylprednisolone,hydrocortisone,Unknown
methylprednisolone,fluorouracil,Unknown
methylprednisolone,estazolam,Unknown
methylprednisolone,dexamethasone,Unknown
methylprednisolone,folic acid,Unknown
methylprednisolone,golimumab,Major
methylprednisolone,magnesium hydroxide,Moderate
methylprednisolone,iopamidol,Major
methylprednisolone,prednisolone,Unknown
methylprednisolone,tretinoin,Unknown
methylprednisolone,potassium chloride,Unknown
methylprednisolone,acetylcysteine,Unknown
methylprednisolone,adalimumab,Major
methylprednisolone,dasatinib,Moderate
methylprednisolone,docetaxel,Unknown
methylprednisolone,rifapentine,Moderate
methylprednisolone,ethinylestradiol,Moderate
methylprednisolone,baricitinib,Major
methylprednisolone,piroxicam,Moderate
methylprednisolone,sulfadiazine,Unknown
methylprednisolone,budesonide,Unknown
methylprednisolone,ondansetron,Unknown
methylprednisolone,ribociclib,Moderate
methylprednisolone,calcitriol,Unknown
methylprednisolone,triamcinolone,Unknown
methylprednisolone,rifampicin,Moderate
methylprednisolone,isoniazid,Minor
methylprednisolone,aminophylline,Moderate
methylprednisolone,ofloxacin,Major
methylprednisolone,ciprofloxacin,Major
methylprednisolone,cladribine,Major
methylprednisolone,lamivudine,Unknown
methylprednisolone,voriconazole,Major
methylprednisolone,paclitaxel,Unknown
methylprednisolone,epinephrine,Unknown
methylprednisolone,sevoflurane,Unknown
methylprednisolone,topiramate,Unknown
methylprednisolone,timolol,Moderate
methylprednisolone,latanoprost,Unknown
methylprednisolone,iohexol,Major
methylprednisolone,sodium bicarbonate,Minor
methylprednisolone,ritonavir,Major
methylprednisolone,zonisamide,Unknown
methylprednisolone,fluticasone,Unknown
methylprednisolone,trimethoprim,Unknown
methylprednisolone,isoflurane,Unknown
methylprednisolone,lidocaine,Unknown
methylprednisolone,meloxicam,Moderate
methylprednisolone,capecitabine,Unknown
methylprednisolone,vilanterol,Minor
methylprednisolone,bortezomib,Unknown
methylprednisolone,oxaliplatin,Unknown
methylprednisolone,insulin lispro,Moderate
methylprednisolone,ibuprofen,Moderate
methylprednisolone,carvedilol,Moderate
methylprednisolone,lorlatinib,Moderate
methylprednisolone,mefenamic acid,Moderate
methylprednisolone,zidovudine,Moderate
methylprednisolone,pregabalin,Unknown
methylprednisolone,metformin,Moderate
methylprednisolone,cisplatin,Moderate
methylprednisolone,sulfasalazine,Unknown
methylprednisolone,risperidone,Unknown
methylprednisolone,mesalazine,Unknown
methylprednisolone,amphotericin b,Moderate
methylprednisolone,tacrolimus,Moderate
methylprednisolone,nystatin,Unknown
methylprednisolone,cyclophosphamide,Unknown
methylprednisolone,metronidazole,Unknown
methylprednisolone,prednisone,Unknown
methylprednisolone,insulin glargine,Moderate
methylprednisolone,diclofenac,Moderate
methylprednisolone,lansoprazole,Unknown
methylprednisolone,valsartan,Moderate
methylprednisolone,pyrazinamide,Unknown
methylprednisolone,nifedipine,Moderate
methylprednisolone,methotrexate,Moderate
methylprednisolone,isosorbide dinitrate,Unknown
methylprednisolone,clotrimazole,Unknown
methylprednisolone,tobramycin,Unknown
methylprednisolone,mupirocin,Unknown
methylprednisolone,zinc sulfate,Minor
methylprednisolone,oxcarbazepine,Moderate
methylprednisolone,acetylsalicylic acid,Moderate
methylprednisolone,empagliflozin,Moderate
methylprednisolone,piperacillin,Unknown
methylprednisolone,phenobarbital,Moderate
methylprednisolone,furosemide,Moderate
methylprednisolone,celecoxib,Moderate
methylprednisolone,linezolid,Unknown
methylprednisolone,hydrochlorothiazide,Moderate
methylprednisolone,clarithromycin,Major
methylprednisolone,fenofibrate,Unknown
methylprednisolone,simvastatin,Unknown
methylprednisolone,deferasirox,Major
methylprednisolone,propofol,Unknown
methylprednisolone,calcium carbonate,Minor
methylprednisolone,famotidine,Unknown
methylprednisolone,magaldrate,Minor
methylprednisolone,erythromycin,Moderate
methylprednisolone,ketoprofen,Moderate
methylprednisolone,irbesartan,Moderate
methylprednisolone,minoxidil,Moderate
methylprednisolone,digoxin,Moderate
methylprednisolone,lixisenatide,Moderate
methylprednisolone,amoxicillin,Unknown
methylprednisolone,netupitant,Moderate
methylprednisolone,isosorbide mononitrate,Unknown
methylprednisolone,pegaspargase,Moderate
methylprednisolone,carbamazepine,Moderate
methylprednisolone,ustekinumab,Moderate
methylprednisolone,cimetidine,Unknown
hydrocortisone,fluorouracil,Unknown
hydrocortisone,enzalutamide,Moderate
hydrocortisone,dexamethasone,Unknown
hydrocortisone,folic acid,Unknown
hydrocortisone,golimumab,Major
hydrocortisone,magnesium hydroxide,Moderate
hydrocortisone,iopamidol,Major
hydrocortisone,chloramphenicol,Unknown
hydrocortisone,prednisolone,Unknown
hydrocortisone,tretinoin,Unknown
hydrocortisone,potassium chloride,Unknown
hydrocortisone,acetylcysteine,Unknown
hydrocortisone,adalimumab,Major
hydrocortisone,apalutamide,Moderate
hydrocortisone,dasatinib,Moderate
hydrocortisone,docetaxel,Unknown
hydrocortisone,rifapentine,Moderate
hydrocortisone,ethinylestradiol,Moderate
hydrocortisone,baricitinib,Major
hydrocortisone,piroxicam,Moderate
hydrocortisone,budesonide,Unknown
hydrocortisone,ondansetron,Unknown
hydrocortisone,ribociclib,Moderate
hydrocortisone,calcitriol,Unknown
hydrocortisone,triamcinolone,Unknown
hydrocortisone,rifampicin,Moderate
hydrocortisone,isoniazid,Minor
hydrocortisone,aminophylline,Moderate
hydrocortisone,ofloxacin,Major
hydrocortisone,ciprofloxacin,Major
hydrocortisone,cladribine,Major
hydrocortisone,lamivudine,Unknown
hydrocortisone,voriconazole,Moderate
hydrocortisone,paclitaxel,Unknown
hydrocortisone,epinephrine,Unknown
hydrocortisone,sevoflurane,Unknown
hydrocortisone,topiramate,Unknown
hydrocortisone,timolol,Moderate
hydrocortisone,latanoprost,Unknown
hydrocortisone,iohexol,Major
hydrocortisone,sodium bicarbonate,Minor
hydrocortisone,ritonavir,Moderate
hydrocortisone,zonisamide,Unknown
hydrocortisone,fluticasone,Unknown
hydrocortisone,trimethoprim,Unknown
hydrocortisone,isoflurane,Unknown
hydrocortisone,lidocaine,Unknown
hydrocortisone,meloxicam,Moderate
hydrocortisone,capecitabine,Unknown
hydrocortisone,vilanterol,Minor
hydrocortisone,bortezomib,Unknown
hydrocortisone,oxaliplatin,Unknown
hydrocortisone,insulin lispro,Moderate
hydrocortisone,ibuprofen,Moderate
hydrocortisone,carvedilol,Moderate
hydrocortisone,lorlatinib,Moderate
hydrocortisone,mefenamic acid,Moderate
hydrocortisone,zidovudine,Moderate
hydrocortisone,pregabalin,Unknown
hydrocortisone,metformin,Moderate
hydrocortisone,cisplatin,Moderate
hydrocortisone,sulfasalazine,Unknown
hydrocortisone,risperidone,Moderate
hydrocortisone,mesalazine,Unknown
hydrocortisone,amphotericin b,Moderate
hydrocortisone,tacrolimus,Moderate
hydrocortisone,nystatin,Unknown
hydrocortisone,cyclophosphamide,Unknown
hydrocortisone,metronidazole,Unknown
hydrocortisone,prednisone,Unknown
hydrocortisone,insulin glargine,Moderate
hydrocortisone,diclofenac,Moderate
hydrocortisone,lansoprazole,Unknown
hydrocortisone,valsartan,Moderate
hydrocortisone,nifedipine,Moderate
hydrocortisone,methotrexate,Moderate
hydrocortisone,isosorbide dinitrate,Unknown
hydrocortisone,clotrimazole,Unknown
hydrocortisone,tobramycin,Unknown
hydrocortisone,mupirocin,Unknown
hydrocortisone,zinc sulfate,Minor
hydrocortisone,oxcarbazepine,Moderate
hydrocortisone,acetylsalicylic acid,Moderate
hydrocortisone,empagliflozin,Moderate
hydrocortisone,piperacillin,Unknown
hydrocortisone,phenobarbital,Moderate
hydrocortisone,levonorgestrel,Unknown
hydrocortisone,furosemide,Moderate
hydrocortisone,celecoxib,Moderate
hydrocortisone,linezolid,Unknown
hydrocortisone,hydrochlorothiazide,Moderate
hydrocortisone,clarithromycin,Moderate
hydrocortisone,fenofibrate,Unknown
hydrocortisone,simvastatin,Unknown
hydrocortisone,deferasirox,Major
hydrocortisone,aripiprazole,Unknown
hydrocortisone,propofol,Unknown
hydrocortisone,calcium carbonate,Minor
hydrocortisone,famotidine,Unknown
hydrocortisone,magaldrate,Minor
hydrocortisone,erythromycin,Moderate
hydrocortisone,ketoprofen,Moderate
hydrocortisone,irbesartan,Moderate
hydrocortisone,minoxidil,Moderate
hydrocortisone,digoxin,Moderate
hydrocortisone,lixisenatide,Moderate
hydrocortisone,amoxicillin,Unknown
hydrocortisone,netupitant,Moderate
hydrocortisone,isosorbide mononitrate,Unknown
hydrocortisone,pegaspargase,Moderate
hydrocortisone,carbamazepine,Moderate
hydrocortisone,ustekinumab,Moderate
hydrocortisone,paliperidone,Moderate
hydrocortisone,cimetidine,Unknown
fluorouracil,dexamethasone,Unknown
fluorouracil,folic acid,Major
fluorouracil,golimumab,Major
fluorouracil,chloramphenicol,Moderate
fluorouracil,prednisolone,Unknown
fluorouracil,potassium chloride,Unknown
fluorouracil,acetylcysteine,Unknown
fluorouracil,adalimumab,Major
fluorouracil,docetaxel,Moderate
fluorouracil,baricitinib,Major
fluorouracil,budesonide,Unknown
fluorouracil,ondansetron,Unknown
fluorouracil,calcitriol,Unknown
fluorouracil,triamcinolone,Unknown
fluorouracil,ofloxacin,Minor
fluorouracil,ciprofloxacin,Minor
fluorouracil,cladribine,Major
fluorouracil,paclitaxel,Unknown
fluorouracil,epinephrine,Unknown
fluorouracil,latanoprost,Unknown
fluorouracil,sodium bicarbonate,Unknown
fluorouracil,fluticasone,Unknown
fluorouracil,lidocaine,Unknown
fluorouracil,meloxicam,Unknown
fluorouracil,capecitabine,Moderate
fluorouracil,decitabine,Moderate
fluorouracil,oxaliplatin,Moderate
fluorouracil,ibuprofen,Unknown
fluorouracil,carvedilol,Unknown
fluorouracil,zidovudine,Moderate
fluorouracil,deferiprone,Major
fluorouracil,metformin,Unknown
fluorouracil,cisplatin,Moderate
fluorouracil,risperidone,Unknown
fluorouracil,amphotericin b,Unknown
fluorouracil,nystatin,Unknown
fluorouracil,cyclophosphamide,Moderate
fluorouracil,metronidazole,Moderate
fluorouracil,prednisone,Unknown
fluorouracil,diclofenac,Unknown
fluorouracil,lansoprazole,Unknown
fluorouracil,valsartan,Unknown
fluorouracil,nifedipine,Unknown
fluorouracil,methotrexate,Moderate
fluorouracil,clotrimazole,Unknown
fluorouracil,acetylsalicylic acid,Unknown
fluorouracil,furosemide,Unknown
fluorouracil,celecoxib,Unknown
fluorouracil,hydrochlorothiazide,Moderate
fluorouracil,fenofibrate,Unknown
fluorouracil,simvastatin,Unknown
fluorouracil,famotidine,Unknown
fluorouracil,erythromycin,Unknown
fluorouracil,ketoprofen,Unknown
fluorouracil,irbesartan,Unknown
fluorouracil,digoxin,Unknown
fluorouracil,gemfibrozil,Unknown
fluorouracil,cetuximab,Moderate
fluorouracil,amoxicillin,Unknown
fluorouracil,isosorbide mononitrate,Unknown
fluorouracil,carbamazepine,Unknown
fluorouracil,exemestane,Unknown
fluorouracil,ustekinumab,Moderate
fluorouracil,cimetidine,Minor
enzalutamide,rivaroxaban,Major
enzalutamide,dexamethasone,Moderate
enzalutamide,magnesium hydroxide,Moderate
enzalutamide,iopamidol,Major
enzalutamide,chloramphenicol,Moderate
enzalutamide,prednisolone,Moderate
enzalutamide,dasatinib,Major
enzalutamide,docetaxel,Moderate
enzalutamide,rifapentine,Moderate
enzalutamide,drospirenone,Moderate
enzalutamide,ethinylestradiol,Moderate
enzalutamide,zanubrutinib,Major
enzalutamide,piroxicam,Moderate
enzalutamide,artesunate,Moderate
enzalutamide,ondansetron,Moderate
enzalutamide,ribociclib,Major
enzalutamide,rifampicin,Moderate
enzalutamide,ofloxacin,Moderate
enzalutamide,ciprofloxacin,Moderate
enzalutamide,cladribine,Moderate
enzalutamide,everolimus,Major
enzalutamide,voriconazole,Moderate
enzalutamide,halothane,Moderate
enzalutamide,paclitaxel,Moderate
enzalutamide,sevoflurane,Moderate
enzalutamide,iohexol,Major
enzalutamide,ritonavir,Major
enzalutamide,zonisamide,Moderate
enzalutamide,fluticasone,Moderate
enzalutamide,sulfamethoxazole,Minor
enzalutamide,trimethoprim,Moderate
enzalutamide,lidocaine,Minor
enzalutamide,meloxicam,Moderate
enzalutamide,vilanterol,Moderate
enzalutamide,bortezomib,Major
enzalutamide,oxaliplatin,Moderate
enzalutamide,crizotinib,Major
enzalutamide,ibuprofen,Moderate
enzalutamide,lorlatinib,Major
enzalutamide,mefenamic acid,Moderate
enzalutamide,etonogestrel,Moderate
enzalutamide,risperidone,Moderate
enzalutamide,tacrolimus,Major
enzalutamide,cyclophosphamide,Moderate
enzalutamide,metronidazole,Minor
enzalutamide,sofosbuvir,Major
enzalutamide,oxytocin,Moderate
enzalutamide,diclofenac,Moderate
enzalutamide,lansoprazole,Moderate
enzalutamide,nifedipine,Major
enzalutamide,axitinib,Major
enzalutamide,palbociclib,Major
enzalutamide,clotrimazole,Moderate
enzalutamide,brigatinib,Major
enzalutamide,tolvaptan,Major
enzalutamide,oxcarbazepine,Moderate
enzalutamide,norethisterone,Moderate
enzalutamide,lithium carbonate,Moderate
enzalutamide,empagliflozin,Moderate
enzalutamide,phenobarbital,Moderate
enzalutamide,nimodipine,Major
enzalutamide,levonorgestrel,Moderate
enzalutamide,celecoxib,Moderate
enzalutamide,brexpiprazole,Moderate
enzalutamide,clarithromycin,Moderate
enzalutamide,simvastatin,Moderate
enzalutamide,deferasirox,Moderate
enzalutamide,aripiprazole,Moderate
enzalutamide,propofol,Moderate
enzalutamide,famotidine,Moderate
enzalutamide,erythromycin,Moderate
enzalutamide,irbesartan,Moderate
enzalutamide,digoxin,Moderate
enzalutamide,gemfibrozil,Moderate
enzalutamide,netupitant,Major
enzalutamide,carbamazepine,Moderate
enzalutamide,exemestane,Moderate
enzalutamide,brentuximab vedotin,Moderate
enzalutamide,paliperidone,Moderate
enzalutamide,apixaban,Major
estazolam,dexamethasone,Unknown
estazolam,folic acid,Unknown
estazolam,magnesium hydroxide,Minor
estazolam,potassium chloride,Unknown
estazolam,dasatinib,Moderate
estazolam,ethinylestradiol,Minor
estazolam,calcitriol,Unknown
estazolam,aminophylline,Minor
estazolam,sodium bicarbonate,Minor
estazolam,fluticasone,Unknown
estazolam,lidocaine,Moderate
estazolam,crizotinib,Moderate
estazolam,ibuprofen,Unknown
estazolam,lorlatinib,Moderate
estazolam,cisplatin,Unknown
estazolam,tacrolimus,Moderate
estazolam,nystatin,Unknown
estazolam,metronidazole,Unknown
estazolam,prednisone,Unknown
estazolam,diclofenac,Unknown
estazolam,lansoprazole,Unknown
estazolam,methotrexate,Unknown
estazolam,brigatinib,Moderate
estazolam,acetylsalicylic acid,Unknown
estazolam,celecoxib,Unknown
estazolam,clarithromycin,Moderate
estazolam,deferasirox,Moderate
estazolam,calcium carbonate,Minor
estazolam,famotidine,Unknown
estazolam,magaldrate,Minor
estazolam,erythromycin,Moderate
estazolam,tetracaine,Moderate
estazolam,cimetidine,Moderate
rivaroxaban,dexamethasone,Moderate
rivaroxaban,golimumab,Moderate
rivaroxaban,chloramphenicol,Moderate
rivaroxaban,deoxycholic acid,Moderate
rivaroxaban,adalimumab,Moderate
rivaroxaban,apalutamide,Major
rivaroxaban,tenecteplase,Major
rivaroxaban,dasatinib,Major
rivaroxaban,rifapentine,Major
rivaroxaban,zanubrutinib,Major
rivaroxaban,piroxicam,Major
rivaroxaban,ribociclib,Moderate
rivaroxaban,streptokinase,Major
rivaroxaban,ramucirumab,Major
rivaroxaban,rifampicin,Major
rivaroxaban,secukinumab,Moderate
rivaroxaban,voriconazole,Major
rivaroxaban,guselkumab,Moderate
rivaroxaban,ritonavir,Major
rivaroxaban,meloxicam,Major
rivaroxaban,crizotinib,Moderate
rivaroxaban,ibuprofen,Major
rivaroxaban,lorlatinib,Moderate
rivaroxaban,mefenamic acid,Major
rivaroxaban,tacrolimus,Moderate
rivaroxaban,eptifibatide,Major
rivaroxaban,diclofenac,Major
rivaroxaban,nifedipine,Moderate
rivaroxaban,clotrimazole,Moderate
rivaroxaban,brigatinib,Moderate
rivaroxaban,tolvaptan,Moderate
rivaroxaban,oxcarbazepine,Moderate
rivaroxaban,acetylsalicylic acid,Major
rivaroxaban,phenobarbital,Major
rivaroxaban,celecoxib,Moderate
rivaroxaban,ixekizumab,Moderate
rivaroxaban,clarithromycin,Moderate
rivaroxaban,deferasirox,Major
rivaroxaban,erythromycin,Moderate
rivaroxaban,ketoprofen,Major
rivaroxaban,netupitant,Moderate
rivaroxaban,pegaspargase,Moderate
rivaroxaban,carbamazepine,Major
rivaroxaban,ustekinumab,Moderate
rivaroxaban,cimetidine,Moderate
rivaroxaban,apixaban,Major
dexamethasone,folic acid,Unknown
dexamethasone,golimumab,Major
dexamethasone,magnesium hydroxide,Moderate
dexamethasone,iopamidol,Major
dexamethasone,chloramphenicol,Unknown
dexamethasone,prednisolone,Unknown
dexamethasone,tretinoin,Unknown
dexamethasone,fluocinolone acetonide,Unknown
dexamethasone,potassium chloride,Unknown
dexamethasone,acetylcysteine,Unknown
dexamethasone,adalimumab,Major
dexamethasone,dasatinib,Major
dexamethasone,docetaxel,Minor
dexamethasone,rifapentine,Moderate
dexamethasone,ethinylestradiol,Moderate
dexamethasone,baricitinib,Major
dexamethasone,zanubrutinib,Major
dexamethasone,piroxicam,Moderate
dexamethasone,sulfadiazine,Unknown
dexamethasone,budesonide,Unknown
dexamethasone,ondansetron,Unknown
dexamethasone,ribociclib,Moderate
dexamethasone,calcitriol,Unknown
dexamethasone,triamcinolone,Unknown
dexamethasone,rifampicin,Moderate
dexamethasone,isoniazid,Minor
dexamethasone,aminophylline,Moderate
dexamethasone,ofloxacin,Major
dexamethasone,ciprofloxacin,Major
dexamethasone,cladribine,Major
dexamethasone,lamivudine,Unknown
dexamethasone,everolimus,Major
dexamethasone,voriconazole,Moderate
dexamethasone,paclitaxel,Moderate
dexamethasone,epinephrine,Unknown
dexamethasone,sevoflurane,Unknown
dexamethasone,topiramate,Unknown
dexamethasone,timolol,Moderate
dexamethasone,latanoprost,Unknown
dexamethasone,iohexol,Major
dexamethasone,sodium bicarbonate,Minor
dexamethasone,ritonavir,Moderate
dexamethasone,zonisamide,Moderate
dexamethasone,fluticasone,Unknown
dexamethasone,trimethoprim,Unknown
dexamethasone,isoflurane,Unknown
dexamethasone,lidocaine,Minor
dexamethasone,meloxicam,Moderate
dexamethasone,capecitabine,Unknown
dexamethasone,vilanterol,Minor
dexamethasone,bortezomib,Minor
dexamethasone,oxaliplatin,Unknown
dexamethasone,insulin lispro,Moderate
dexamethasone,crizotinib,Moderate
dexamethasone,ibuprofen,Moderate
dexamethasone,carvedilol,Moderate
dexamethasone,lorlatinib,Major
dexamethasone,mefenamic acid,Moderate
dexamethasone,zidovudine,Moderate
dexamethasone,pregabalin,Unknown
dexamethasone,iopromide,Unknown
dexamethasone,metformin,Moderate
dexamethasone,cisplatin,Moderate
dexamethasone,sulfasalazine,Unknown
dexamethasone,risperidone,Unknown
dexamethasone,mesalazine,Unknown
dexamethasone,amphotericin b,Moderate
dexamethasone,tacrolimus,Moderate
dexamethasone,nystatin,Unknown
dexamethasone,cyclophosphamide,Unknown
dexamethasone,metronidazole,Unknown
dexamethasone,prednisone,Unknown
dexamethasone,insulin glargine,Moderate
dexamethasone,diclofenac,Moderate
dexamethasone,lansoprazole,Unknown
dexamethasone,chlordiazepoxide,Unknown
dexamethasone,valsartan,Moderate
dexamethasone,pyrazinamide,Unknown
dexamethasone,nifedipine,Moderate
dexamethasone,axitinib,Major
dexamethasone,methotrexate,Moderate
dexamethasone,palbociclib,Moderate
dexamethasone,isosorbide dinitrate,Unknown
dexamethasone,clotrimazole,Unknown
dexamethasone,tobramycin,Unknown
dexamethasone,mupirocin,Unknown
dexamethasone,brigatinib,Major
dexamethasone,tolvaptan,Moderate
dexamethasone,zinc sulfate,Minor
dexamethasone,oxcarbazepine,Moderate
dexamethasone,acetylsalicylic acid,Moderate
dexamethasone,empagliflozin,Moderate
dexamethasone,piperacillin,Unknown
dexamethasone,phenobarbital,Moderate
dexamethasone,furosemide,Moderate
dexamethasone,celecoxib,Moderate
dexamethasone,linezolid,Unknown
dexamethasone,hydrochlorothiazide,Moderate
dexamethasone,clarithromycin,Moderate
dexamethasone,fenofibrate,Unknown
dexamethasone,simvastatin,Unknown
dexamethasone,deferasirox,Major
dexamethasone,aripiprazole,Moderate
dexamethasone,propofol,Unknown
dexamethasone,calcium carbonate,Minor
dexamethasone,famotidine,Unknown
dexamethasone,magaldrate,Minor
dexamethasone,erythromycin,Moderate
dexamethasone,ketoprofen,Moderate
dexamethasone,irbesartan,Moderate
dexamethasone,minoxidil,Moderate
dexamethasone,digoxin,Moderate
dexamethasone,gemfibrozil,Unknown
dexamethasone,lixisenatide,Moderate
dexamethasone,amoxicillin,Unknown
dexamethasone,netupitant,Moderate
dexamethasone,isosorbide mononitrate,Unknown
dexamethasone,pegaspargase,Moderate
dexamethasone,carbamazepine,Moderate
dexamethasone,exemestane,Moderate
dexamethasone,ustekinumab,Moderate
dexamethasone,cimetidine,Unknown
dexamethasone,apixaban,Moderate
betamethasone,golimumab,Major
betamethasone,magnesium hydroxide,Moderate
betamethasone,iopamidol,Major
betamethasone,adalimumab,Major
betamethasone,rifapentine,Moderate
betamethasone,ethinylestradiol,Moderate
betamethasone,baricitinib,Major
betamethasone,piroxicam,Moderate
betamethasone,ribociclib,Moderate
betamethasone,rifampicin,Moderate
betamethasone,isoniazid,Minor
betamethasone,aminophylline,Moderate
betamethasone,ofloxacin,Major
betamethasone,ciprofloxacin,Major
betamethasone,cladribine,Major
betamethasone,voriconazole,Moderate
betamethasone,timolol,Moderate
betamethasone,iohexol,Major
betamethasone,sodium bicarbonate,Minor
betamethasone,ritonavir,Moderate
betamethasone,meloxicam,Moderate
betamethasone,vilanterol,Minor
betamethasone,insulin lispro,Moderate
betamethasone,ibuprofen,Moderate
betamethasone,carvedilol,Moderate
betamethasone,lorlatinib,Moderate
betamethasone,mefenamic acid,Moderate
betamethasone,zidovudine,Moderate
betamethasone,metformin,Moderate
